"","Year","Location","Average_Income_from_All_Sources_collected","Median_Income_from_All_Sources_collected","Number_of_households","Scene","Offence","Measure","Value","Flags"
"1569",2011,"Central District",1356,1166,36.1,"Total Scene","Total Offences","Recorded",29593,NA
"1570",2011,"Central District",1356,1166,36.1,"Total Scene","Homicide and related offences","Recorded",9,NA
"1571",2011,"Central District",1356,1166,36.1,"Total Scene","Acts intended to cause injury","Recorded",3627,NA
"1572",2011,"Central District",1356,1166,36.1,"Total Scene","Sexual assault and related offences","Recorded",275,NA
"1573",2011,"Central District",1356,1166,36.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",56,NA
"1574",2011,"Central District",1356,1166,36.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",903,NA
"1575",2011,"Central District",1356,1166,36.1,"Total Scene","Robbery, extortion and related offences","Recorded",127,NA
"1576",2011,"Central District",1356,1166,36.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4603,NA
"1577",2011,"Central District",1356,1166,36.1,"Total Scene","Theft and related offences","Recorded",8606,NA
"1578",2011,"Central District",1356,1166,36.1,"Total Scene","Fraud, deception and related offences","Recorded",605,NA
"1579",2011,"Central District",1356,1166,36.1,"Total Scene","Illicit drug offences","Recorded",1683,NA
"1580",2011,"Central District",1356,1166,36.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",528,NA
"1581",2011,"Central District",1356,1166,36.1,"Total Scene","Property damage and environmental pollution","Recorded",4247,NA
"1582",2011,"Central District",1356,1166,36.1,"Total Scene","Public order offences","Recorded",3003,NA
"1583",2011,"Central District",1356,1166,36.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1216,NA
"1584",2011,"Central District",1356,1166,36.1,"Total Scene","Miscellaneous offences","Recorded",105,NA
"1585",2012,"Central District",1497,1282,37.1,"Total Scene","Total Offences","Recorded",27575,NA
"1586",2012,"Central District",1497,1282,37.1,"Total Scene","Homicide and related offences","Recorded",6,NA
"1587",2012,"Central District",1497,1282,37.1,"Total Scene","Acts intended to cause injury","Recorded",3346,NA
"1588",2012,"Central District",1497,1282,37.1,"Total Scene","Sexual assault and related offences","Recorded",265,NA
"1589",2012,"Central District",1497,1282,37.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",62,NA
"1590",2012,"Central District",1497,1282,37.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",855,NA
"1591",2012,"Central District",1497,1282,37.1,"Total Scene","Robbery, extortion and related offences","Recorded",110,NA
"1592",2012,"Central District",1497,1282,37.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4356,NA
"1593",2012,"Central District",1497,1282,37.1,"Total Scene","Theft and related offences","Recorded",8170,NA
"1594",2012,"Central District",1497,1282,37.1,"Total Scene","Fraud, deception and related offences","Recorded",520,NA
"1595",2012,"Central District",1497,1282,37.1,"Total Scene","Illicit drug offences","Recorded",1549,NA
"1596",2012,"Central District",1497,1282,37.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",613,NA
"1597",2012,"Central District",1497,1282,37.1,"Total Scene","Property damage and environmental pollution","Recorded",3958,NA
"1598",2012,"Central District",1497,1282,37.1,"Total Scene","Public order offences","Recorded",2598,NA
"1599",2012,"Central District",1497,1282,37.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1078,NA
"1600",2012,"Central District",1497,1282,37.1,"Total Scene","Miscellaneous offences","Recorded",89,NA
"1601",2013,"Central District",1526,1343,37,"Total Scene","Total Offences","Recorded",28006,NA
"1602",2013,"Central District",1526,1343,37,"Total Scene","Homicide and related offences","Recorded",7,NA
"1603",2013,"Central District",1526,1343,37,"Total Scene","Acts intended to cause injury","Recorded",3165,NA
"1604",2013,"Central District",1526,1343,37,"Total Scene","Sexual assault and related offences","Recorded",380,NA
"1605",2013,"Central District",1526,1343,37,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",51,NA
"1606",2013,"Central District",1526,1343,37,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1075,NA
"1607",2013,"Central District",1526,1343,37,"Total Scene","Robbery, extortion and related offences","Recorded",102,NA
"1608",2013,"Central District",1526,1343,37,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4472,NA
"1609",2013,"Central District",1526,1343,37,"Total Scene","Theft and related offences","Recorded",8689,NA
"1610",2013,"Central District",1526,1343,37,"Total Scene","Fraud, deception and related offences","Recorded",583,NA
"1611",2013,"Central District",1526,1343,37,"Total Scene","Illicit drug offences","Recorded",1297,NA
"1612",2013,"Central District",1526,1343,37,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",522,NA
"1613",2013,"Central District",1526,1343,37,"Total Scene","Property damage and environmental pollution","Recorded",3984,NA
"1614",2013,"Central District",1526,1343,37,"Total Scene","Public order offences","Recorded",2613,NA
"1615",2013,"Central District",1526,1343,37,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",970,NA
"1616",2013,"Central District",1526,1343,37,"Total Scene","Miscellaneous offences","Recorded",96,NA
"1617",2014,"Central District",1632,1419,36.8,"Total Scene","Total Offences","Recorded",27592,NA
"1618",2014,"Central District",1632,1419,36.8,"Total Scene","Homicide and related offences","Recorded",4,NA
"1619",2014,"Central District",1632,1419,36.8,"Total Scene","Acts intended to cause injury","Recorded",3192,NA
"1620",2014,"Central District",1632,1419,36.8,"Total Scene","Sexual assault and related offences","Recorded",306,NA
"1621",2014,"Central District",1632,1419,36.8,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",61,NA
"1622",2014,"Central District",1632,1419,36.8,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1123,NA
"1623",2014,"Central District",1632,1419,36.8,"Total Scene","Robbery, extortion and related offences","Recorded",99,NA
"1624",2014,"Central District",1632,1419,36.8,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4540,NA
"1625",2014,"Central District",1632,1419,36.8,"Total Scene","Theft and related offences","Recorded",8839,NA
"1626",2014,"Central District",1632,1419,36.8,"Total Scene","Fraud, deception and related offences","Recorded",715,NA
"1627",2014,"Central District",1632,1419,36.8,"Total Scene","Illicit drug offences","Recorded",1264,NA
"1628",2014,"Central District",1632,1419,36.8,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",532,NA
"1629",2014,"Central District",1632,1419,36.8,"Total Scene","Property damage and environmental pollution","Recorded",3777,NA
"1630",2014,"Central District",1632,1419,36.8,"Total Scene","Public order offences","Recorded",1811,NA
"1631",2014,"Central District",1632,1419,36.8,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1250,NA
"1632",2014,"Central District",1632,1419,36.8,"Total Scene","Miscellaneous offences","Recorded",79,NA
"1633",1998,"Central District",701,608,74.9,"Total Scene","Total Offences","Recorded",43804,NA
"1634",1998,"Central District",701,608,74.9,"Total Scene","Homicide and related offences","Recorded",7,NA
"1635",1998,"Central District",701,608,74.9,"Total Scene","Acts intended to cause injury","Recorded",2838,NA
"1636",1998,"Central District",701,608,74.9,"Total Scene","Sexual assault and related offences","Recorded",241,NA
"1637",1998,"Central District",701,608,74.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",76,NA
"1638",1998,"Central District",701,608,74.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",930,NA
"1639",1998,"Central District",701,608,74.9,"Total Scene","Robbery, extortion and related offences","Recorded",153,NA
"1640",1998,"Central District",701,608,74.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",7053,NA
"1641",1998,"Central District",701,608,74.9,"Total Scene","Theft and related offences","Recorded",15975,NA
"1642",1998,"Central District",701,608,74.9,"Total Scene","Fraud, deception and related offences","Recorded",2381,NA
"1643",1998,"Central District",701,608,74.9,"Total Scene","Illicit drug offences","Recorded",3024,NA
"1644",1998,"Central District",701,608,74.9,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",635,NA
"1645",1998,"Central District",701,608,74.9,"Total Scene","Property damage and environmental pollution","Recorded",5329,NA
"1646",1998,"Central District",701,608,74.9,"Total Scene","Public order offences","Recorded",3255,NA
"1647",1998,"Central District",701,608,74.9,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1789,NA
"1648",1998,"Central District",701,608,74.9,"Total Scene","Miscellaneous offences","Recorded",118,NA
"1649",1999,"Central District",737,643,74.8,"Total Scene","Total Offences","Recorded",41479,NA
"1650",1999,"Central District",737,643,74.8,"Total Scene","Homicide and related offences","Recorded",8,NA
"1651",1999,"Central District",737,643,74.8,"Total Scene","Acts intended to cause injury","Recorded",2752,NA
"1652",1999,"Central District",737,643,74.8,"Total Scene","Sexual assault and related offences","Recorded",256,NA
"1653",1999,"Central District",737,643,74.8,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",84,NA
"1654",1999,"Central District",737,643,74.8,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",949,NA
"1655",1999,"Central District",737,643,74.8,"Total Scene","Robbery, extortion and related offences","Recorded",133,NA
"1656",1999,"Central District",737,643,74.8,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",7060,NA
"1657",1999,"Central District",737,643,74.8,"Total Scene","Theft and related offences","Recorded",14689,NA
"1658",1999,"Central District",737,643,74.8,"Total Scene","Fraud, deception and related offences","Recorded",1858,NA
"1659",1999,"Central District",737,643,74.8,"Total Scene","Illicit drug offences","Recorded",2660,NA
"1660",1999,"Central District",737,643,74.8,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",668,NA
"1661",1999,"Central District",737,643,74.8,"Total Scene","Property damage and environmental pollution","Recorded",5223,NA
"1662",1999,"Central District",737,643,74.8,"Total Scene","Public order offences","Recorded",2999,NA
"1663",1999,"Central District",737,643,74.8,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1967,NA
"1664",1999,"Central District",737,643,74.8,"Total Scene","Miscellaneous offences","Recorded",173,NA
"1665",2000,"Central District",774,614,73.3,"Total Scene","Total Offences","Recorded",38210,NA
"1666",2000,"Central District",774,614,73.3,"Total Scene","Homicide and related offences","Recorded",15,NA
"1667",2000,"Central District",774,614,73.3,"Total Scene","Acts intended to cause injury","Recorded",2663,NA
"1668",2000,"Central District",774,614,73.3,"Total Scene","Sexual assault and related offences","Recorded",221,NA
"1669",2000,"Central District",774,614,73.3,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",64,NA
"1670",2000,"Central District",774,614,73.3,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",899,NA
"1671",2000,"Central District",774,614,73.3,"Total Scene","Robbery, extortion and related offences","Recorded",105,NA
"1672",2000,"Central District",774,614,73.3,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",6260,NA
"1673",2000,"Central District",774,614,73.3,"Total Scene","Theft and related offences","Recorded",13587,NA
"1674",2000,"Central District",774,614,73.3,"Total Scene","Fraud, deception and related offences","Recorded",1531,NA
"1675",2000,"Central District",774,614,73.3,"Total Scene","Illicit drug offences","Recorded",2353,NA
"1676",2000,"Central District",774,614,73.3,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",515,NA
"1677",2000,"Central District",774,614,73.3,"Total Scene","Property damage and environmental pollution","Recorded",5062,NA
"1678",2000,"Central District",774,614,73.3,"Total Scene","Public order offences","Recorded",2817,NA
"1679",2000,"Central District",774,614,73.3,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",2008,NA
"1680",2000,"Central District",774,614,73.3,"Total Scene","Miscellaneous offences","Recorded",110,NA
"1681",2001,"Central District",861,719,74.9,"Total Scene","Total Offences","Recorded",35812,NA
"1682",2001,"Central District",861,719,74.9,"Total Scene","Homicide and related offences","Recorded",14,NA
"1683",2001,"Central District",861,719,74.9,"Total Scene","Acts intended to cause injury","Recorded",2731,NA
"1684",2001,"Central District",861,719,74.9,"Total Scene","Sexual assault and related offences","Recorded",211,NA
"1685",2001,"Central District",861,719,74.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",79,NA
"1686",2001,"Central District",861,719,74.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",955,NA
"1687",2001,"Central District",861,719,74.9,"Total Scene","Robbery, extortion and related offences","Recorded",116,NA
"1688",2001,"Central District",861,719,74.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4939,NA
"1689",2001,"Central District",861,719,74.9,"Total Scene","Theft and related offences","Recorded",13038,NA
"1690",2001,"Central District",861,719,74.9,"Total Scene","Fraud, deception and related offences","Recorded",1713,NA
"1691",2001,"Central District",861,719,74.9,"Total Scene","Illicit drug offences","Recorded",2267,NA
"1692",2001,"Central District",861,719,74.9,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",528,NA
"1693",2001,"Central District",861,719,74.9,"Total Scene","Property damage and environmental pollution","Recorded",4719,NA
"1694",2001,"Central District",861,719,74.9,"Total Scene","Public order offences","Recorded",2719,NA
"1695",2001,"Central District",861,719,74.9,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1674,NA
"1696",2001,"Central District",861,719,74.9,"Total Scene","Miscellaneous offences","Recorded",109,NA
"1697",2002,"Central District",876,711,76.4,"Total Scene","Total Offences","Recorded",34934,NA
"1698",2002,"Central District",876,711,76.4,"Total Scene","Homicide and related offences","Recorded",18,NA
"1699",2002,"Central District",876,711,76.4,"Total Scene","Acts intended to cause injury","Recorded",2792,NA
"1700",2002,"Central District",876,711,76.4,"Total Scene","Sexual assault and related offences","Recorded",238,NA
"1701",2002,"Central District",876,711,76.4,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",85,NA
"1702",2002,"Central District",876,711,76.4,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",923,NA
"1703",2002,"Central District",876,711,76.4,"Total Scene","Robbery, extortion and related offences","Recorded",118,NA
"1704",2002,"Central District",876,711,76.4,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4831,NA
"1705",2002,"Central District",876,711,76.4,"Total Scene","Theft and related offences","Recorded",13257,NA
"1706",2002,"Central District",876,711,76.4,"Total Scene","Fraud, deception and related offences","Recorded",1362,NA
"1707",2002,"Central District",876,711,76.4,"Total Scene","Illicit drug offences","Recorded",1779,NA
"1708",2002,"Central District",876,711,76.4,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",529,NA
"1709",2002,"Central District",876,711,76.4,"Total Scene","Property damage and environmental pollution","Recorded",4770,NA
"1710",2002,"Central District",876,711,76.4,"Total Scene","Public order offences","Recorded",2615,NA
"1711",2002,"Central District",876,711,76.4,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1512,NA
"1712",2002,"Central District",876,711,76.4,"Total Scene","Miscellaneous offences","Recorded",105,NA
"1713",2003,"Central District",918,724,76.3,"Total Scene","Total Offences","Recorded",34452,NA
"1714",2003,"Central District",918,724,76.3,"Total Scene","Homicide and related offences","Recorded",12,NA
"1715",2003,"Central District",918,724,76.3,"Total Scene","Acts intended to cause injury","Recorded",2868,NA
"1716",2003,"Central District",918,724,76.3,"Total Scene","Sexual assault and related offences","Recorded",270,NA
"1717",2003,"Central District",918,724,76.3,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",121,NA
"1718",2003,"Central District",918,724,76.3,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",916,NA
"1719",2003,"Central District",918,724,76.3,"Total Scene","Robbery, extortion and related offences","Recorded",111,NA
"1720",2003,"Central District",918,724,76.3,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4777,NA
"1721",2003,"Central District",918,724,76.3,"Total Scene","Theft and related offences","Recorded",12515,NA
"1722",2003,"Central District",918,724,76.3,"Total Scene","Fraud, deception and related offences","Recorded",1015,NA
"1723",2003,"Central District",918,724,76.3,"Total Scene","Illicit drug offences","Recorded",1890,NA
"1724",2003,"Central District",918,724,76.3,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",568,NA
"1725",2003,"Central District",918,724,76.3,"Total Scene","Property damage and environmental pollution","Recorded",5016,NA
"1726",2003,"Central District",918,724,76.3,"Total Scene","Public order offences","Recorded",2665,NA
"1727",2003,"Central District",918,724,76.3,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1575,NA
"1728",2003,"Central District",918,724,76.3,"Total Scene","Miscellaneous offences","Recorded",133,NA
"1729",2004,"Central District",1008,875,73.6,"Total Scene","Total Offences","Recorded",30094,NA
"1730",2004,"Central District",1008,875,73.6,"Total Scene","Homicide and related offences","Recorded",16,NA
"1731",2004,"Central District",1008,875,73.6,"Total Scene","Acts intended to cause injury","Recorded",2766,NA
"1732",2004,"Central District",1008,875,73.6,"Total Scene","Sexual assault and related offences","Recorded",210,NA
"1733",2004,"Central District",1008,875,73.6,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",47,NA
"1734",2004,"Central District",1008,875,73.6,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",752,NA
"1735",2004,"Central District",1008,875,73.6,"Total Scene","Robbery, extortion and related offences","Recorded",88,NA
"1736",2004,"Central District",1008,875,73.6,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4531,NA
"1737",2004,"Central District",1008,875,73.6,"Total Scene","Theft and related offences","Recorded",10848,NA
"1738",2004,"Central District",1008,875,73.6,"Total Scene","Fraud, deception and related offences","Recorded",924,NA
"1739",2004,"Central District",1008,875,73.6,"Total Scene","Illicit drug offences","Recorded",1233,NA
"1740",2004,"Central District",1008,875,73.6,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",477,NA
"1741",2004,"Central District",1008,875,73.6,"Total Scene","Property damage and environmental pollution","Recorded",4531,NA
"1742",2004,"Central District",1008,875,73.6,"Total Scene","Public order offences","Recorded",2098,NA
"1743",2004,"Central District",1008,875,73.6,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1323,NA
"1744",2004,"Central District",1008,875,73.6,"Total Scene","Miscellaneous offences","Recorded",250,NA
"1745",2005,"Central District",1026,909,76.1,"Total Scene","Total Offences","Recorded",30731,NA
"1746",2005,"Central District",1026,909,76.1,"Total Scene","Homicide and related offences","Recorded",14,NA
"1747",2005,"Central District",1026,909,76.1,"Total Scene","Acts intended to cause injury","Recorded",2847,NA
"1748",2005,"Central District",1026,909,76.1,"Total Scene","Sexual assault and related offences","Recorded",201,NA
"1749",2005,"Central District",1026,909,76.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",41,NA
"1750",2005,"Central District",1026,909,76.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",787,NA
"1751",2005,"Central District",1026,909,76.1,"Total Scene","Robbery, extortion and related offences","Recorded",138,NA
"1752",2005,"Central District",1026,909,76.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4867,NA
"1753",2005,"Central District",1026,909,76.1,"Total Scene","Theft and related offences","Recorded",11292,NA
"1754",2005,"Central District",1026,909,76.1,"Total Scene","Fraud, deception and related offences","Recorded",740,NA
"1755",2005,"Central District",1026,909,76.1,"Total Scene","Illicit drug offences","Recorded",1084,NA
"1756",2005,"Central District",1026,909,76.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",496,NA
"1757",2005,"Central District",1026,909,76.1,"Total Scene","Property damage and environmental pollution","Recorded",4900,NA
"1758",2005,"Central District",1026,909,76.1,"Total Scene","Public order offences","Recorded",2061,NA
"1759",2005,"Central District",1026,909,76.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1119,NA
"1760",2005,"Central District",1026,909,76.1,"Total Scene","Miscellaneous offences","Recorded",144,NA
"1761",2006,"Central District",1023,910,77.7,"Total Scene","Total Offences","Recorded",33019,NA
"1762",2006,"Central District",1023,910,77.7,"Total Scene","Homicide and related offences","Recorded",7,NA
"1763",2006,"Central District",1023,910,77.7,"Total Scene","Acts intended to cause injury","Recorded",2962,NA
"1764",2006,"Central District",1023,910,77.7,"Total Scene","Sexual assault and related offences","Recorded",182,NA
"1765",2006,"Central District",1023,910,77.7,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",46,NA
"1766",2006,"Central District",1023,910,77.7,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",868,NA
"1767",2006,"Central District",1023,910,77.7,"Total Scene","Robbery, extortion and related offences","Recorded",160,NA
"1768",2006,"Central District",1023,910,77.7,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",5160,NA
"1769",2006,"Central District",1023,910,77.7,"Total Scene","Theft and related offences","Recorded",11585,NA
"1770",2006,"Central District",1023,910,77.7,"Total Scene","Fraud, deception and related offences","Recorded",735,NA
"1771",2006,"Central District",1023,910,77.7,"Total Scene","Illicit drug offences","Recorded",1199,NA
"1772",2006,"Central District",1023,910,77.7,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",580,NA
"1773",2006,"Central District",1023,910,77.7,"Total Scene","Property damage and environmental pollution","Recorded",5757,NA
"1774",2006,"Central District",1023,910,77.7,"Total Scene","Public order offences","Recorded",2245,NA
"1775",2006,"Central District",1023,910,77.7,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1260,NA
"1776",2006,"Central District",1023,910,77.7,"Total Scene","Miscellaneous offences","Recorded",273,NA
"1777",2007,"Central District",1098,973,75.9,"Total Scene","Total Offences","Recorded",32762,NA
"1778",2007,"Central District",1098,973,75.9,"Total Scene","Homicide and related offences","Recorded",7,NA
"1779",2007,"Central District",1098,973,75.9,"Total Scene","Acts intended to cause injury","Recorded",3437,NA
"1780",2007,"Central District",1098,973,75.9,"Total Scene","Sexual assault and related offences","Recorded",211,NA
"1781",2007,"Central District",1098,973,75.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",55,NA
"1782",2007,"Central District",1098,973,75.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",871,NA
"1783",2007,"Central District",1098,973,75.9,"Total Scene","Robbery, extortion and related offences","Recorded",161,NA
"1784",2007,"Central District",1098,973,75.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",5297,NA
"1785",2007,"Central District",1098,973,75.9,"Total Scene","Theft and related offences","Recorded",10536,NA
"1786",2007,"Central District",1098,973,75.9,"Total Scene","Fraud, deception and related offences","Recorded",581,NA
"1787",2007,"Central District",1098,973,75.9,"Total Scene","Illicit drug offences","Recorded",1303,NA
"1788",2007,"Central District",1098,973,75.9,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",590,NA
"1789",2007,"Central District",1098,973,75.9,"Total Scene","Property damage and environmental pollution","Recorded",5620,NA
"1790",2007,"Central District",1098,973,75.9,"Total Scene","Public order offences","Recorded",2262,NA
"1791",2007,"Central District",1098,973,75.9,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1545,NA
"1792",2007,"Central District",1098,973,75.9,"Total Scene","Miscellaneous offences","Recorded",286,NA
"1793",2008,"Central District",1137,1038,76.1,"Total Scene","Total Offences","Recorded",33246,NA
"1794",2008,"Central District",1137,1038,76.1,"Total Scene","Homicide and related offences","Recorded",13,NA
"1795",2008,"Central District",1137,1038,76.1,"Total Scene","Acts intended to cause injury","Recorded",3637,NA
"1796",2008,"Central District",1137,1038,76.1,"Total Scene","Sexual assault and related offences","Recorded",263,NA
"1797",2008,"Central District",1137,1038,76.1,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",45,NA
"1798",2008,"Central District",1137,1038,76.1,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",931,NA
"1799",2008,"Central District",1137,1038,76.1,"Total Scene","Robbery, extortion and related offences","Recorded",145,NA
"1800",2008,"Central District",1137,1038,76.1,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",5123,NA
"1801",2008,"Central District",1137,1038,76.1,"Total Scene","Theft and related offences","Recorded",9989,NA
"1802",2008,"Central District",1137,1038,76.1,"Total Scene","Fraud, deception and related offences","Recorded",873,NA
"1803",2008,"Central District",1137,1038,76.1,"Total Scene","Illicit drug offences","Recorded",1501,NA
"1804",2008,"Central District",1137,1038,76.1,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",593,NA
"1805",2008,"Central District",1137,1038,76.1,"Total Scene","Property damage and environmental pollution","Recorded",5732,NA
"1806",2008,"Central District",1137,1038,76.1,"Total Scene","Public order offences","Recorded",2518,NA
"1807",2008,"Central District",1137,1038,76.1,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1590,NA
"1808",2008,"Central District",1137,1038,76.1,"Total Scene","Miscellaneous offences","Recorded",293,NA
"1809",2009,"Central District",1156,1040,78.7,"Total Scene","Total Offences","Recorded",32314,NA
"1810",2009,"Central District",1156,1040,78.7,"Total Scene","Homicide and related offences","Recorded",15,NA
"1811",2009,"Central District",1156,1040,78.7,"Total Scene","Acts intended to cause injury","Recorded",3792,NA
"1812",2009,"Central District",1156,1040,78.7,"Total Scene","Sexual assault and related offences","Recorded",229,NA
"1813",2009,"Central District",1156,1040,78.7,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",56,NA
"1814",2009,"Central District",1156,1040,78.7,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",944,NA
"1815",2009,"Central District",1156,1040,78.7,"Total Scene","Robbery, extortion and related offences","Recorded",148,NA
"1816",2009,"Central District",1156,1040,78.7,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4944,NA
"1817",2009,"Central District",1156,1040,78.7,"Total Scene","Theft and related offences","Recorded",9270,NA
"1818",2009,"Central District",1156,1040,78.7,"Total Scene","Fraud, deception and related offences","Recorded",797,NA
"1819",2009,"Central District",1156,1040,78.7,"Total Scene","Illicit drug offences","Recorded",1669,NA
"1820",2009,"Central District",1156,1040,78.7,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",609,NA
"1821",2009,"Central District",1156,1040,78.7,"Total Scene","Property damage and environmental pollution","Recorded",5384,NA
"1822",2009,"Central District",1156,1040,78.7,"Total Scene","Public order offences","Recorded",2918,NA
"1823",2009,"Central District",1156,1040,78.7,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1398,NA
"1824",2009,"Central District",1156,1040,78.7,"Total Scene","Miscellaneous offences","Recorded",141,NA
"1825",2010,"Central District",1233,1050,76.5,"Total Scene","Total Offences","Recorded",31084,NA
"1826",2010,"Central District",1233,1050,76.5,"Total Scene","Homicide and related offences","Recorded",11,NA
"1827",2010,"Central District",1233,1050,76.5,"Total Scene","Acts intended to cause injury","Recorded",3583,NA
"1828",2010,"Central District",1233,1050,76.5,"Total Scene","Sexual assault and related offences","Recorded",264,NA
"1829",2010,"Central District",1233,1050,76.5,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",54,NA
"1830",2010,"Central District",1233,1050,76.5,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",928,NA
"1831",2010,"Central District",1233,1050,76.5,"Total Scene","Robbery, extortion and related offences","Recorded",153,NA
"1832",2010,"Central District",1233,1050,76.5,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4705,NA
"1833",2010,"Central District",1233,1050,76.5,"Total Scene","Theft and related offences","Recorded",9132,NA
"1834",2010,"Central District",1233,1050,76.5,"Total Scene","Fraud, deception and related offences","Recorded",643,NA
"1835",2010,"Central District",1233,1050,76.5,"Total Scene","Illicit drug offences","Recorded",1837,NA
"1836",2010,"Central District",1233,1050,76.5,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",548,NA
"1837",2010,"Central District",1233,1050,76.5,"Total Scene","Property damage and environmental pollution","Recorded",4833,NA
"1838",2010,"Central District",1233,1050,76.5,"Total Scene","Public order offences","Recorded",2939,NA
"1839",2010,"Central District",1233,1050,76.5,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1313,NA
"1840",2010,"Central District",1233,1050,76.5,"Total Scene","Miscellaneous offences","Recorded",141,NA
"1841",2011,"Central District",1201,1025,77.9,"Total Scene","Total Offences","Recorded",29593,NA
"1842",2011,"Central District",1201,1025,77.9,"Total Scene","Homicide and related offences","Recorded",9,NA
