"","Location","Scene","Offence","Year","Measure","Value","Flags"
"995","Auckland District","Total Scene","Miscellaneous offences",2002,"Recorded",388,NA
"996","Auckland District","Total Scene","Miscellaneous offences",2003,"Recorded",655,NA
"997","Auckland District","Total Scene","Miscellaneous offences",2004,"Recorded",217,NA
"998","Auckland District","Total Scene","Miscellaneous offences",2005,"Recorded",200,NA
"999","Auckland District","Total Scene","Miscellaneous offences",2006,"Recorded",104,NA
"1000","Auckland District","Total Scene","Miscellaneous offences",2007,"Recorded",171,NA
"1001","Auckland District","Total Scene","Miscellaneous offences",2008,"Recorded",213,NA
"1002","Auckland District","Total Scene","Miscellaneous offences",2009,"Recorded",151,NA
"1003","Auckland District","Total Scene","Miscellaneous offences",2010,"Recorded",118,NA
"1004","Auckland District","Total Scene","Miscellaneous offences",2011,"Recorded",122,NA
"1005","Auckland District","Total Scene","Miscellaneous offences",2012,"Recorded",110,NA
"1006","Auckland District","Total Scene","Miscellaneous offences",2013,"Recorded",95,NA
"1007","Auckland District","Total Scene","Miscellaneous offences",2014,"Recorded",105,NA
"1008","Counties/Manukau District","Total Scene","Total Offences",1994,"Recorded",38834,NA
"1009","Counties/Manukau District","Total Scene","Total Offences",1995,"Recorded",43590,NA
"1010","Counties/Manukau District","Total Scene","Total Offences",1996,"Recorded",49253,NA
"1011","Counties/Manukau District","Total Scene","Total Offences",1997,"Recorded",48974,NA
"1012","Counties/Manukau District","Total Scene","Total Offences",1998,"Recorded",47202,NA
"1013","Counties/Manukau District","Total Scene","Total Offences",1999,"Recorded",45551,NA
"1014","Counties/Manukau District","Total Scene","Total Offences",2000,"Recorded",46060,NA
"1015","Counties/Manukau District","Total Scene","Total Offences",2001,"Recorded",45901,NA
"1016","Counties/Manukau District","Total Scene","Total Offences",2002,"Recorded",49690,NA
"1017","Counties/Manukau District","Total Scene","Total Offences",2003,"Recorded",48381,NA
"1018","Counties/Manukau District","Total Scene","Total Offences",2004,"Recorded",42937,NA
"1019","Counties/Manukau District","Total Scene","Total Offences",2005,"Recorded",48003,NA
"1020","Counties/Manukau District","Total Scene","Total Offences",2006,"Recorded",53049,NA
"1021","Counties/Manukau District","Total Scene","Total Offences",2007,"Recorded",51440,NA
"1022","Counties/Manukau District","Total Scene","Total Offences",2008,"Recorded",51511,NA
"1023","Counties/Manukau District","Total Scene","Total Offences",2009,"Recorded",56041,NA
"1024","Counties/Manukau District","Total Scene","Total Offences",2010,"Recorded",51664,NA
"1025","Counties/Manukau District","Total Scene","Total Offences",2011,"Recorded",50228,NA
"1026","Counties/Manukau District","Total Scene","Total Offences",2012,"Recorded",44699,NA
"1027","Counties/Manukau District","Total Scene","Total Offences",2013,"Recorded",44046,NA
"1028","Counties/Manukau District","Total Scene","Total Offences",2014,"Recorded",42494,NA
"1029","Counties/Manukau District","Total Scene","Homicide and related offences",1994,"Recorded",11,NA
"1030","Counties/Manukau District","Total Scene","Homicide and related offences",1995,"Recorded",2,NA
"1031","Counties/Manukau District","Total Scene","Homicide and related offences",1996,"Recorded",9,NA
"1032","Counties/Manukau District","Total Scene","Homicide and related offences",1997,"Recorded",14,NA
"1033","Counties/Manukau District","Total Scene","Homicide and related offences",1998,"Recorded",9,NA
"1034","Counties/Manukau District","Total Scene","Homicide and related offences",1999,"Recorded",12,NA
"1035","Counties/Manukau District","Total Scene","Homicide and related offences",2000,"Recorded",11,NA
"1036","Counties/Manukau District","Total Scene","Homicide and related offences",2001,"Recorded",5,NA
"1037","Counties/Manukau District","Total Scene","Homicide and related offences",2002,"Recorded",17,NA
"1038","Counties/Manukau District","Total Scene","Homicide and related offences",2003,"Recorded",18,NA
"1039","Counties/Manukau District","Total Scene","Homicide and related offences",2004,"Recorded",11,NA
"1040","Counties/Manukau District","Total Scene","Homicide and related offences",2005,"Recorded",17,NA
"1041","Counties/Manukau District","Total Scene","Homicide and related offences",2006,"Recorded",25,NA
"1042","Counties/Manukau District","Total Scene","Homicide and related offences",2007,"Recorded",8,NA
"1043","Counties/Manukau District","Total Scene","Homicide and related offences",2008,"Recorded",23,NA
"1044","Counties/Manukau District","Total Scene","Homicide and related offences",2009,"Recorded",14,NA
"1045","Counties/Manukau District","Total Scene","Homicide and related offences",2010,"Recorded",12,NA
"1046","Counties/Manukau District","Total Scene","Homicide and related offences",2011,"Recorded",7,NA
"1047","Counties/Manukau District","Total Scene","Homicide and related offences",2012,"Recorded",9,NA
"1048","Counties/Manukau District","Total Scene","Homicide and related offences",2013,"Recorded",9,NA
"1049","Counties/Manukau District","Total Scene","Homicide and related offences",2014,"Recorded",8,NA
"1050","Counties/Manukau District","Total Scene","Acts intended to cause injury",1994,"Recorded",3016,NA
"1051","Counties/Manukau District","Total Scene","Acts intended to cause injury",1995,"Recorded",3243,NA
"1052","Counties/Manukau District","Total Scene","Acts intended to cause injury",1996,"Recorded",3654,NA
"1053","Counties/Manukau District","Total Scene","Acts intended to cause injury",1997,"Recorded",3897,NA
"1054","Counties/Manukau District","Total Scene","Acts intended to cause injury",1998,"Recorded",4114,NA
"1055","Counties/Manukau District","Total Scene","Acts intended to cause injury",1999,"Recorded",4090,NA
"1056","Counties/Manukau District","Total Scene","Acts intended to cause injury",2000,"Recorded",4447,NA
"1057","Counties/Manukau District","Total Scene","Acts intended to cause injury",2001,"Recorded",4380,NA
"1058","Counties/Manukau District","Total Scene","Acts intended to cause injury",2002,"Recorded",4370,NA
"1059","Counties/Manukau District","Total Scene","Acts intended to cause injury",2003,"Recorded",3829,NA
"1060","Counties/Manukau District","Total Scene","Acts intended to cause injury",2004,"Recorded",3939,NA
"1061","Counties/Manukau District","Total Scene","Acts intended to cause injury",2005,"Recorded",4592,NA
"1062","Counties/Manukau District","Total Scene","Acts intended to cause injury",2006,"Recorded",4823,NA
